algoritmo;vertices;arestas;densidade;semente;repeticao;tempo_ms
Floyd-Warshall;100;1980;intermediario;49;25;113,613571
Floyd-Warshall;100;1980;intermediario;49;26;113,344048
Floyd-Warshall;100;1980;intermediario;49;27;111,590131
Floyd-Warshall;100;1980;intermediario;49;28;115,746450
Floyd-Warshall;100;1980;intermediario;49;29;110,814127
Floyd-Warshall;100;1980;intermediario;49;30;116,482021
Floyd-Warshall;100;4950;denso;50;1;122,062962
Floyd-Warshall;100;4950;denso;50;2;124,438092
Floyd-Warshall;100;4950;denso;50;3;122,541146
Floyd-Warshall;100;4950;denso;50;4;121,834961
Floyd-Warshall;100;4950;denso;50;5;125,088233
Floyd-Warshall;100;4950;denso;50;6;123,796044
Floyd-Warshall;100;4950;denso;50;7;127,174903
Floyd-Warshall;100;4950;denso;50;8;125,286500
Floyd-Warshall;100;4950;denso;50;9;123,863400
Floyd-Warshall;100;4950;denso;50;10;120,022393
Floyd-Warshall;100;4950;denso;50;11;126,617190
Floyd-Warshall;100;4950;denso;50;12;124,469149
Floyd-Warshall;100;4950;denso;50;13;125,333680
Floyd-Warshall;100;4950;denso;50;14;122,583915
Floyd-Warshall;100;4950;denso;50;15;126,129625
Floyd-Warshall;100;4950;denso;50;16;147,665010
Floyd-Warshall;100;4950;denso;50;17;127,176175
Floyd-Warshall;100;4950;denso;50;18;123,939277
Floyd-Warshall;100;4950;denso;50;19;128,962248
Floyd-Warshall;100;4950;denso;50;20;123,827373
Floyd-Warshall;100;4950;denso;50;21;124,532469
Floyd-Warshall;100;4950;denso;50;22;123,991236
Floyd-Warshall;100;4950;denso;50;23;124,269011
Floyd-Warshall;100;4950;denso;50;24;125,072494
Floyd-Warshall;100;4950;denso;50;25;124,795147
Floyd-Warshall;100;4950;denso;50;26;123,379432
Floyd-Warshall;100;4950;denso;50;27;125,298191
Floyd-Warshall;100;4950;denso;50;28;127,112491
Floyd-Warshall;100;4950;denso;50;29;126,400318
Floyd-Warshall;100;4950;denso;50;30;125,012351
Floyd-Warshall;150;300;esparso;51;1;163,162462
Floyd-Warshall;150;300;esparso;51;2;167,833794
Floyd-Warshall;150;300;esparso;51;3;166,245653
Floyd-Warshall;150;300;esparso;51;4;166,686354
Floyd-Warshall;150;300;esparso;51;5;168,015208
Floyd-Warshall;150;300;esparso;51;6;166,342427
Floyd-Warshall;150;300;esparso;51;7;166,776453
Floyd-Warshall;150;300;esparso;51;8;168,978699
Floyd-Warshall;150;300;esparso;51;9;167,732083
Floyd-Warshall;150;300;esparso;51;10;169,699331
Floyd-Warshall;150;300;esparso;51;11;167,408591
Floyd-Warshall;150;300;esparso;51;12;167,392335
Floyd-Warshall;150;300;esparso;51;13;172,880365
Floyd-Warshall;150;300;esparso;51;14;165,231033
Floyd-Warshall;150;300;esparso;51;15;163,650438
Floyd-Warshall;150;300;esparso;51;16;169,297204
Floyd-Warshall;150;300;esparso;51;17;166,816791
Floyd-Warshall;150;300;esparso;51;18;165,088388
Floyd-Warshall;150;300;esparso;51;19;166,605819
Floyd-Warshall;150;300;esparso;51;20;167,393872
Floyd-Warshall;150;300;esparso;51;21;166,959392
Floyd-Warshall;150;300;esparso;51;22;166,905810
Floyd-Warshall;150;300;esparso;51;23;164,375472
Floyd-Warshall;150;300;esparso;51;24;168,011369
Floyd-Warshall;150;300;esparso;51;25;168,474519
Floyd-Warshall;150;300;esparso;51;26;165,449563
Floyd-Warshall;150;300;esparso;51;27;166,075906
Floyd-Warshall;150;300;esparso;51;28;166,180371
Floyd-Warshall;150;300;esparso;51;29;166,604624
Floyd-Warshall;150;300;esparso;51;30;166,056918
Floyd-Warshall;150;4470;intermediario;52;1;405,620539
Floyd-Warshall;150;4470;intermediario;52;2;405,382201
Floyd-Warshall;150;4470;intermediario;52;3;402,984425
Floyd-Warshall;150;4470;intermediario;52;4;407,013021
Floyd-Warshall;150;4470;intermediario;52;5;407,829681
Floyd-Warshall;150;4470;intermediario;52;6;404,620670
Floyd-Warshall;150;4470;intermediario;52;7;407,973567
Floyd-Warshall;150;4470;intermediario;52;8;409,666591
Floyd-Warshall;150;4470;intermediario;52;9;411,496305
Floyd-Warshall;150;4470;intermediario;52;10;403,393842
Floyd-Warshall;150;4470;intermediario;52;11;407,703268
