algoritmo;vertices;arestas;densidade;semente;repeticao;tempo_ms
Johnson;100;4950;denso;50;12;76,201607
Johnson;100;4950;denso;50;13;73,517175
Johnson;100;4950;denso;50;14;77,598550
Johnson;100;4950;denso;50;15;76,136919
Johnson;100;4950;denso;50;16;76,497450
Johnson;100;4950;denso;50;17;74,146218
Johnson;100;4950;denso;50;18;74,310359
Johnson;100;4950;denso;50;19;75,577328
Johnson;100;4950;denso;50;20;77,144727
Johnson;100;4950;denso;50;21;75,147752
Johnson;100;4950;denso;50;22;76,111296
Johnson;100;4950;denso;50;23;75,244393
Johnson;100;4950;denso;50;24;73,890050
Johnson;100;4950;denso;50;25;73,737561
Johnson;100;4950;denso;50;26;74,109722
Johnson;100;4950;denso;50;27;76,675015
Johnson;100;4950;denso;50;28;76,294824
Johnson;100;4950;denso;50;29;74,173295
Johnson;100;4950;denso;50;30;75,229941
Johnson;150;300;esparso;51;1;33,006383
Johnson;150;300;esparso;51;2;32,618568
Johnson;150;300;esparso;51;3;32,524429
Johnson;150;300;esparso;51;4;33,183687
Johnson;150;300;esparso;51;5;33,236818
Johnson;150;300;esparso;51;6;32,812178
Johnson;150;300;esparso;51;7;33,786300
Johnson;150;300;esparso;51;8;33,286756
Johnson;150;300;esparso;51;9;32,071686
Johnson;150;300;esparso;51;10;31,495265
Johnson;150;300;esparso;51;11;33,330764
Johnson;150;300;esparso;51;12;38,253772
Johnson;150;300;esparso;51;13;34,529903
Johnson;150;300;esparso;51;14;33,132226
Johnson;150;300;esparso;51;15;32,440665
Johnson;150;300;esparso;51;16;32,712772
Johnson;150;300;esparso;51;17;33,688575
Johnson;150;300;esparso;51;18;33,117528
Johnson;150;300;esparso;51;19;32,786577
Johnson;150;300;esparso;51;20;34,729303
Johnson;150;300;esparso;51;21;33,455483
Johnson;150;300;esparso;51;22;32,800022
Johnson;150;300;esparso;51;23;33,677349
Johnson;150;300;esparso;51;24;34,051381
Johnson;150;300;esparso;51;25;33,100784
Johnson;150;300;esparso;51;26;33,792341
Johnson;150;300;esparso;51;27;33,502815
Johnson;150;300;esparso;51;28;33,213851
Johnson;150;300;esparso;51;29;33,942821
Johnson;150;300;esparso;51;30;33,313712
Johnson;150;4470;intermediario;52;1;126,823595
Johnson;150;4470;intermediario;52;2;128,614039
Johnson;150;4470;intermediario;52;3;125,509895
Johnson;150;4470;intermediario;52;4;125,829197
Johnson;150;4470;intermediario;52;5;126,184342
Johnson;150;4470;intermediario;52;6;127,760995
Johnson;150;4470;intermediario;52;7;123,197806
Johnson;150;4470;intermediario;52;8;129,746712
Johnson;150;4470;intermediario;52;9;127,889602
Johnson;150;4470;intermediario;52;10;128,878649
Johnson;150;4470;intermediario;52;11;125,647870
Johnson;150;4470;intermediario;52;12;122,390856
Johnson;150;4470;intermediario;52;13;125,721246
Johnson;150;4470;intermediario;52;14;124,655638
Johnson;150;4470;intermediario;52;15;125,218367
Johnson;150;4470;intermediario;52;16;126,455612
Johnson;150;4470;intermediario;52;17;127,209477
Johnson;150;4470;intermediario;52;18;127,471429
Johnson;150;4470;intermediario;52;19;127,120938
Johnson;150;4470;intermediario;52;20;129,677136
Johnson;150;4470;intermediario;52;21;127,855357
Johnson;150;4470;intermediario;52;22;124,553059
Johnson;150;4470;intermediario;52;23;125,584798
Johnson;150;4470;intermediario;52;24;129,584902
Johnson;150;4470;intermediario;52;25;128,042159
Johnson;150;4470;intermediario;52;26;125,894004
Johnson;150;4470;intermediario;52;27;127,025263
Johnson;150;4470;intermediario;52;28;129,780593
Johnson;150;4470;intermediario;52;29;124,885326
Johnson;150;4470;intermediario;52;30;127,556005
Johnson;150;11175;denso;53;1;234,012126
Johnson;150;11175;denso;53;2;231,233429
Johnson;150;11175;denso;53;3;234,105146
Johnson;150;11175;denso;53;4;232,537879
Johnson;150;11175;denso;53;5;231,257731
Johnson;150;11175;denso;53;6;230,873287
Johnson;150;11175;denso;53;7;235,655019
Johnson;150;11175;denso;53;8;231,366582
Johnson;150;11175;denso;53;9;233,557847
Johnson;150;11175;denso;53;10;230,995488
Johnson;150;11175;denso;53;11;229,928942
Johnson;150;11175;denso;53;12;228,663038
Johnson;150;11175;denso;53;13;229,958257
Johnson;150;11175;denso;53;14;234,539665
Johnson;150;11175;denso;53;15;230,841407
Johnson;150;11175;denso;53;16;233,654571
Johnson;150;11175;denso;53;17;229,524702
Johnson;150;11175;denso;53;18;230,899794
Johnson;150;11175;denso;53;19;231,818320
Johnson;150;11175;denso;53;20;231,565348
Johnson;150;11175;denso;53;21;233,012406
Johnson;150;11175;denso;53;22;232,918165
Johnson;150;11175;denso;53;23;230,124643
Johnson;150;11175;denso;53;24;232,236309
Johnson;150;11175;denso;53;25;229,813003
Johnson;150;11175;denso;53;26;229,441089
Johnson;150;11175;denso;53;27;230,433335
Johnson;150;11175;denso;53;28;229,431546
Johnson;150;11175;denso;53;29;227,647622
Johnson;150;11175;denso;53;30;228,641259
